Title,Price,Release Date,Tags,Description,Reviews,URL
FINAL FANTASY XIV Online,Free,"18 Feb, 2014","['MMORPG', 'RPG', 'Massively Multiplayer', 'Character Customization', 'Fantasy', 'JRPG', 'Story Rich', 'Open World', 'Multiplayer', 'Magic', 'Adventure', 'Third Person', 'Co-op', 'Online Co-Op', 'Action', 'Exploration', 'Atmospheric', 'Crafting', 'Action RPG', 'Female Protagonist']","Join over 30 million adventurers worldwide and take part in an epic and ever-changing FINAL FANTASY. Experience an unforgettable story, exhilarating battles, and a myriad of captivating environments to explore.",- 80% of the 405 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online/?snr=1_7_7_7000_150_2
Across the Obelisk,Free,"16 Aug, 2022","['Online Co-Op', 'Dungeon Crawler', 'Roguelike Deckbuilder', 'Card Game', 'Indie', 'Deckbuilding', 'Card Battler', 'Co-op', 'Roguelite', 'Adventure', 'Replay Value', 'Choices Matter', 'Difficult', 'Tactical RPG', 'Class-Based', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Combat', 'Turn-Based Tactics', 'Procedural Generation']",Set forth in a co-op roguelite deckbuilder where every choice matters! Craft decks of breathtaking power. Journey alone or with up to three friends. Plot your party’s path to glory and face powerful enemies in deep tactical combat on your quest to save the kingdom of Senenthia in Across the Obelisk!,- 78% of the 99 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1385380/Across_the_Obelisk/?snr=1_7_7_7000_150_2
"The Legend of Heroes: Kai no Kiseki -Farewell, O Zemuria-",Free,"22 Jan, 2025","['RPG', 'JRPG', 'Interactive Fiction', 'Party-Based RPG', 'Visual Novel', 'Turn-Based Tactics', '3D', 'Cute', 'Anime', 'Fantasy', 'Romance', 'Foreign', 'Emotional', 'Singleplayer', 'Turn-Based', 'Well-Written', 'Sequel']","The latest installment in the popular story-driven Kiseki RPG series is here! The 20th-anniversary title, The Legend of Heroes: Kai no Kiseki -Farewell, O Zemuria-, where the epic story of the continent of Zemuria takes a dramatic turn, is now available on Steam®!",- 72% of the 69 user reviews for this game are positive.,https://store.steampowered.com/app/3319980/The_Legend_of_Heroes_Kai_no_Kiseki_Farewell_O_Zemuria/?snr=1_7_7_7000_150_2
The First Descendant,Free,"30 Jun, 2024","['Free to Play', 'Sexual Content', 'Looter Shooter', 'Multiplayer', 'Third-Person Shooter', 'RPG', 'Online Co-Op', 'Action', 'Shooter', 'Third Person', 'Action RPG', 'Singleplayer', 'Adventure', 'Character Customization', 'Sci-fi', 'Co-op', 'PvE', 'Story Rich', 'Combat', 'Violent']",The First Descendant is a third-person looter shooter powered by Unreal Engine 5. Become a Descendant. Fight for the survival of humanity. Descendants have unique abilities to tackle both solo and co-op missions. Up to 4 players use varied mechanics to defeat giant bosses. BE THE FIRST DESCENDANT!,"- 65% of the 1,576 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2074920/The_First_Descendant/?snr=1_7_7_7000_150_2
THE FINALS,Free,"7 Dec, 2023","['Destruction', 'Free to Play', 'Shooter', 'Multiplayer', 'FPS', 'Team-Based', 'Competitive', 'PvP', 'Action', 'First-Person', 'Tactical', 'Arena Shooter', 'Online Co-Op', 'Co-op', 'Combat', 'Character Customization', 'Class-Based', 'Atmospheric', 'Loot', 'Battle Royale']","Join THE FINALS, the world-famous, free-to-play, combat-centered game show! Fight alongside your teammates in virtual arenas that you can alter, exploit, and even destroy. Build your own playstyle in this first-person shooter to win escalating tournaments and lasting fame.","- 81% of the 4,186 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2073850/THE_FINALS/?snr=1_7_7_7000_150_2
Total War: THREE KINGDOMS,Free,"23 May, 2019","['Strategy', 'Historical', 'War', 'Turn-Based Strategy', 'Grand Strategy', 'RTS', 'Military', 'Multiplayer', 'Tactical', 'Singleplayer', 'Real Time Tactics', 'Action', 'Turn-Based', 'Great Soundtrack', 'Co-op', 'Simulation', 'Sandbox', 'Violent', 'Fantasy', 'Destruction']","Total War: THREE KINGDOMS is the first in the award-winning series to recreate epic conflict across ancient China. Combining a gripping turn-based campaign of empire-building & conquest with stunning real-time battles, THREE KINGDOMS redefines the series in an age of heroes & legends.","- 76% of the 277 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/779340/Total_War_THREE_KINGDOMS/?snr=1_7_7_7000_150_2
Overwatch® 2,Free,"10 Aug, 2023","['Free to Play', 'Multiplayer', 'Hero Shooter', 'FPS', 'Team-Based', 'PvP', 'Shooter', 'First-Person', 'Dark Humor', 'Action', 'Competitive', 'Co-op', 'Dystopian', 'Sci-fi', 'PvE', 'Cinematic', 'Lore-Rich', 'Casual', 'MOBA', 'Controller']","Overwatch 2 is a critically acclaimed, team-based shooter game set in an optimistic future with an evolving roster of heroes. Team up with friends and jump in today.","- 35% of the 5,145 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2357570/Overwatch_2/?snr=1_7_7_7000_150_2
Halo: The Master Chief Collection,Free,"3 Dec, 2019","['Great Soundtrack', 'FPS', 'Classic', 'Multiplayer', 'Story Rich', 'Sci-fi', 'Co-op', 'First-Person', 'Epic', 'Shooter', 'Action', 'Singleplayer', 'Aliens', 'Lore-Rich', 'Beautiful', 'Space', 'Atmospheric', 'Adventure', 'Horror', 'Online Co-Op']","The Master Chief’s iconic journey includes six games, built for PC and collected in a single integrated experience. Whether you’re a long-time fan or meeting Spartan 117 for the first time, The Master Chief Collection is the definitive Halo gaming experience.","- 89% of the 1,696 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/976730/Halo_The_Master_Chief_Collection/?snr=1_7_7_7000_150_2
Sons Of The Forest,Free,"22 Feb, 2024","['Survival', 'Open World', 'Multiplayer', 'Co-op', 'Survival Horror', 'Base Building', 'Horror', 'Crafting', 'First-Person', 'Exploration', 'Building', 'Adventure', 'Singleplayer', 'Atmospheric', 'Action-Adventure', 'Sandbox', 'Action', 'Simulation', 'Immersive Sim', 'Early Access']","Sent to find a missing billionaire on a remote island, you find yourself in a cannibal-infested hellscape. Craft, build, and struggle to survive, alone or with friends, in this terrifying new open-world survival horror simulator.","- 91% of the 8,767 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1326470/Sons_Of_The_Forest/?snr=1_7_7_7000_150_2
Ready or Not,Free,"13 Dec, 2023","['Tactical', 'Realistic', 'FPS', 'Shooter', 'Multiplayer', 'Co-op', 'Singleplayer', 'Horror', 'First-Person', 'Action', 'Violent', 'Gun Customization', 'Combat', 'Crime', 'Gore', 'Modern', 'Atmospheric', 'Psychological Horror', 'America', 'Co-op Campaign']","Ready or Not is an intense, tactical, first-person shooter that depicts a modern-day world in which SWAT police units are called to defuse hostile and confronting situations.","- 90% of the 6,875 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1144200/Ready_or_Not/?snr=1_7_7_7000_150_2
SYNDUALITY Echo of Ada,Free,"23 Jan, 2025","['Looter Shooter', 'Mechs', 'Extraction Shooter', 'PvP', 'PvE', 'Anime', 'Dating Sim', 'Multiplayer', 'Tactical', 'Cute', 'Female Protagonist', 'Third-Person Shooter', '3D', 'Sci-fi', 'Character Customization', 'Shooter', 'Action', 'Exploration', 'Survival', 'Singleplayer']","In this PvPvE extraction shooter, players, aided by an AI partner known as a Magus, must survive against xenomorphic creatures and other players in the hunt for resources.",- 48% of the 745 user reviews for this game are positive.,https://store.steampowered.com/app/1245480/SYNDUALITY_Echo_of_Ada/?snr=1_7_7_7000_150_2
Lethal Company,Free,"23 Oct, 2023","['Online Co-Op', 'Horror', 'First-Person', 'Co-op', 'Survival Horror', 'Exploration', 'Psychological Horror', 'Funny', 'Sci-fi', 'PvE', 'Atmospheric', 'Procedural Generation', 'Aliens', 'Time Management', 'Adventure', 'Dungeon Crawler', 'Action', 'Early Access', 'Action-Adventure', 'Perma Death']",A co-op horror about scavenging at abandoned moons to sell scrap to the Company.,"- 96% of the 8,470 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1966720/Lethal_Company/?snr=1_7_7_7000_150_2
Europa Universalis IV,Free,"13 Aug, 2013","['Grand Strategy', 'Strategy', 'Historical', 'Simulation', '4X', 'Alternate History', 'Military', 'Wargame', 'Diplomacy', 'Economy', 'Replay Value', 'Sandbox', 'Political', 'Real-Time with Pause', 'Moddable', 'Nonlinear', 'Co-op', 'Singleplayer', 'Management', 'Multiplayer']","Rule your land and dominate the world with unparalleled freedom, depth and historical accuracy. Write a new history of the world and build an empire for the ages.",- 86% of the 624 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/236850/Europa_Universalis_IV/?snr=1_7_7_7000_150_2
Fast Food Simulator,Free,"10 Dec, 2024","['Simulation', 'Online Co-Op', 'Management', 'Cooking', 'Multiplayer', 'Indie', 'Co-op', '3D', 'First-Person', 'Immersive Sim', 'Early Access', 'Realistic', 'Singleplayer', 'Character Customization', 'Psychological Horror', 'Artificial Intelligence', 'Horror']","Welcome to the world's most chaotic place! Play solo or co-op with up to 6 players. Run a fast-food restaurant, and work with your friends to expand your business. Take orders, make burgers, and increase your earnings by dealing with customers.","- 94% of the 1,440 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2916430/Fast_Food_Simulator/?snr=1_7_7_7000_150_2
Stardew Valley,Free,"26 Feb, 2016","['Farming Sim', 'Pixel Graphics', 'Multiplayer', 'Life Sim', 'RPG', 'Relaxing', 'Agriculture', 'Simulation', 'Crafting', 'Sandbox', 'Indie', 'Building', 'Singleplayer', 'Casual', 'Open World', '2D', 'Cute', 'Dating Sim', 'Great Soundtrack', 'Fishing']","You've inherited your grandfather's old farm plot in Stardew Valley. Armed with hand-me-down tools and a few coins, you set out to begin your new life. Can you learn to live off the land and turn these overgrown fields into a thriving home?","- 98% of the 14,300 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/413150/Stardew_Valley/?snr=1_7_7_7000_150_2
ICARUS,Free,"3 Dec, 2021","['Survival', 'Open World Survival Craft', 'Multiplayer', 'Base Building', 'Online Co-Op', 'Crafting', 'Exploration', 'Open World', 'Building', 'Co-op', 'PvE', 'First-Person', 'Space', 'Realistic', 'Mining', 'Third Person', 'Sandbox', 'Adventure', 'Nature', 'Science']","ICARUS is a PvE survival game for up to eight players. Explore a savage wilderness in the aftermath of terraforming gone wrong. Survive the Open World, complete timed Missions or build your Outpost. Explore, build, craft and hunt while seeking your fortune and prospecting for exotic matter.","- 68% of the 1,068 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1149460/ICARUS/?snr=1_7_7_7000_150_2
Wallpaper Engine,Free,"16 Nov, 2018","['Mature', 'Utilities', 'Anime', 'Software', 'Design & Illustration', 'Animation & Modeling', 'NSFW', 'First-Person', 'Indie', 'Memes', 'Cute', 'Action', 'Singleplayer', 'Funny', 'Early Access', 'Photo Editing', 'Sandbox', 'Horror', 'Game Development', 'Gaming']",Use stunning live wallpapers on your desktop. Animate your own images to create new wallpapers or import videos/websites and share them on the Steam Workshop!,"- 97% of the 11,050 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/431960/Wallpaper_Engine/?snr=1_7_7_7000_150_2
Arma 3,Free,"12 Sep, 2013","['Military', 'Action', 'Multiplayer', 'Shooter', 'Simulation', 'Realistic', 'First-Person', 'Open World', 'Tactical', 'FPS', 'War', 'Co-op', 'Strategy', 'Sandbox', 'Singleplayer', 'Moddable', 'Combat', 'Online Co-Op', 'Team-Based', 'Third-Person Shooter']","Experience true combat gameplay in a massive military sandbox. Deploying a wide variety of single- and multiplayer content, over 20 vehicles and 40 weapons, and limitless opportunities for content creation, this is the PC’s premier military game. Authentic, diverse, open - Arma 3 sends you to war.","- 87% of the 1,755 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/107410/Arma_3/?snr=1_7_7_7000_150_2
Farming Simulator 25,Free,"12 Nov, 2024","['Simulation', 'Farming Sim', 'Realistic', 'Immersive Sim', '3D', 'First-Person', 'Time Management', 'Economy', 'Third Person', 'Multiplayer', 'Building', 'Management', 'Atmospheric', 'Nature', 'Relaxing', 'Online Co-Op', 'Physics', 'Farming', 'Singleplayer', 'Moddable']","Farming Simulator 25 invites you to join the rewarding farm life, single-handedly or cooperatively in multiplayer. This Farm is Your Farm!","- 83% of the 1,993 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2300320/Farming_Simulator_25/?snr=1_7_7_7000_150_2
Party Animals,Free,"20 Sep, 2023","['Multiplayer', 'Casual', 'Funny', 'Cute', 'Party Game', 'Action', 'Fighting', 'Co-op', 'PvP', 'Party', 'Online Co-Op', 'Family Friendly', 'Local Multiplayer', 'Physics', '4 Player Local', '3D Fighter', 'Local Co-Op', 'Indie', 'Team-Based', 'Action-Adventure']","Fight your friends as puppies, kittens and other fuzzy creatures in PARTY ANIMALS! Paw it out with your friends remotely, or huddle together for chaotic fun on the same screen. Interact with the world under our realistic physics engine. Did I mention PUPPIES?",- 88% of the 959 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1260320/Party_Animals/?snr=1_7_7_7000_150_2
Age of Empires II: Definitive Edition,Free,"14 Nov, 2019","['Strategy', 'RTS', 'City Builder', 'Multiplayer', 'Base Building', 'Historical', 'Singleplayer', 'Medieval', 'Resource Management', 'Classic', 'Tactical', 'Real-Time', 'Co-op', 'Remake', 'Isometric', '2D', 'Replay Value', 'Action', 'Great Soundtrack', 'Adventure']","42 Civilizations, 229 Campaign Missions, Singleplayer, Co-Op, Multiplayer, In-Game Editor, Mods, Cross-play...It is good to be the king.","- 96% of the 1,342 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/813780/Age_of_Empires_II_Definitive_Edition/?snr=1_7_7_7000_150_2
Hell Let Loose,Free,"27 Jul, 2021","['Shooter', 'Realistic', 'FPS', 'Multiplayer', 'World War II', 'Singleplayer', 'War', 'Action', 'Military', 'Tactical', 'Simulation', 'First-Person', 'Massively Multiplayer', 'Gore', 'Historical', 'PvP', 'Strategy', 'Mature', 'Violent', 'Indie']","Join the ever expanding experience of Hell Let Loose - a hardcore World War Two first person shooter with epic battles of 100 players with infantry, tanks, artillery, a dynamically shifting front line and a unique resource based RTS-inspired meta-game.","- 78% of the 1,745 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/686810/Hell_Let_Loose/?snr=1_7_7_7000_150_2
Destiny 2,Free,"1 Oct, 2019","['Free to Play', 'Open World', 'Multiplayer', 'Looter Shooter', 'FPS', 'MMORPG', 'Co-op', 'PvE', 'PvP', 'Shooter', 'Massively Multiplayer', 'Loot', 'First-Person', 'Sci-fi', 'Action', 'Adventure', 'Lore-Rich', 'Space', 'Competitive', 'Atmospheric']","Destiny 2 is an action MMO with a single evolving world that you and your friends can join anytime, anywhere, absolutely free.","- 60% of the 2,097 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1085660/Destiny_2/?snr=1_7_7_7000_150_2
Aloft,Free,"15 Jan, 2025","['Early Access', 'Survival', 'Crafting', 'Adventure', 'Co-op', 'Casual', 'Building', 'Atmospheric', 'Colorful', 'Farming', 'Simulation', 'Multiplayer', 'Open World Survival Craft', 'Sandbox', 'Exploration', 'Open World', 'Combat', 'Sailing', 'Agriculture', 'Character Customization']","Soar the skies in Aloft, the co-op sandbox survival game set in a world of floating islands. Build any island into a skyship, your home in the clouds. Find lost knowledge, cure the fungal corruption, and brave the hurricane to restore the ecosystem.",- 82% of the 720 user reviews for this game are positive.,https://store.steampowered.com/app/1660080/Aloft/?snr=1_7_7_7000_150_2
Khatun - Hero - FOR HONOR,Free,"23 Jan, 2025","['Action', 'Gore', 'Violent']",N/A,- 54% of the 24 user reviews for this game are positive.,https://store.steampowered.com/app/3407080/Khatun__Hero__FOR_HONOR/?snr=1_7_7_7000_150_3
Cyberpunk 2077: Phantom Liberty,Free,"25 Sep, 2023","['RPG', 'Sexual Content', 'Cyberpunk', 'Open World', 'Story Rich', 'Nudity', 'Violent', 'Gore', 'Singleplayer', 'Atmospheric', 'First-Person', 'FPS', 'Character Customization', 'Action RPG', 'Action', 'Choices Matter', 'Shooter', 'Horror', 'Great Soundtrack', 'Stealth']",N/A,- 91% of the 522 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/2138330/Cyberpunk_2077_Phantom_Liberty/?snr=1_7_7_7000_150_3
Euro Truck Simulator 2,Free,"12 Oct, 2012","['Driving', 'Transportation', 'Simulation', 'Open World', 'Automobile Sim', 'Realistic', 'Moddable', 'Relaxing', 'Exploration', 'Economy', 'Immersive Sim', 'Management', 'Atmospheric', 'Multiplayer', 'Controller', 'Family Friendly', 'Third Person', 'Adventure', 'Casual', 'Indie']","Travel across Europe as king of the road, a trucker who delivers important cargo across impressive distances! With dozens of cities to explore, your endurance, skill and speed will all be pushed to their limits.","- 96% of the 9,953 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/227300/Euro_Truck_Simulator_2/?snr=1_7_7_7000_150_3
Clair Obscur: Expedition 33,Free,"24 Apr, 2025","['Story Rich', 'Fantasy', 'Turn-Based Combat', 'JRPG', 'Exploration', 'Action RPG', 'Adventure', 'Character Customization', '3D', 'RPG', 'Lore-Rich', 'Post-apocalyptic', 'Party-Based RPG', 'Narration', 'Realistic', 'Dark Fantasy', 'Singleplayer', 'Action', 'Female Protagonist', 'Third Person']",Lead the members of Expedition 33 on their quest to destroy the Paintress so that she can never paint death again. Explore a world of wonders inspired by Belle Époque France and battle unique enemies in this turn-based RPG with real-time mechanics.,N/A,https://store.steampowered.com/app/1903340/Clair_Obscur_Expedition_33/?snr=1_7_7_7000_150_3
Persona 5 Royal,Free,"20 Oct, 2022","['JRPG', 'Story Rich', 'Turn-Based Combat', 'Great Soundtrack', 'Anime', 'RPG', 'Singleplayer', 'Party-Based RPG', 'Dating Sim', 'Multiple Endings', 'Turn-Based Strategy', 'Emotional', 'Visual Novel', 'Sexual Content', 'Colorful', 'Adventure', 'Heist', 'Soundtrack', 'Detective', 'Violent']","Don the mask and join the Phantom Thieves of Hearts as they stage grand heists, infiltrate the minds of the corrupt, and make them change their ways!","- 96% of the 2,099 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1687950/Persona_5_Royal/?snr=1_7_7_7000_150_3
Age of Mythology: Retold,Free,"4 Sep, 2024","['Strategy', 'RTS', 'Mythology', 'Base Building', 'Action RTS', 'Fantasy', 'Top-Down', 'Multiplayer', 'Magic', 'Resource Management', 'Level Editor', 'Moddable', 'PvP', 'PvE', 'Singleplayer', 'Co-op', 'Story Rich', 'Online Co-Op', 'Real-Time', '3D']","From the creators of the award-winning Age of Empires franchise, Age of Mythology: Retold goes beyond history to a mythical age where gods, monsters, and humans collide.",- 86% of the 693 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1934680/Age_of_Mythology_Retold/?snr=1_7_7_7000_150_3
Factorio,Free,"14 Aug, 2020","['Automation', 'Base Building', 'Resource Management', 'Sandbox', 'Crafting', 'Strategy', 'Multiplayer', 'Survival', 'Management', 'Open World', 'Building', 'Co-op', '2D', 'Moddable', 'Singleplayer', 'Trains', 'Simulation', 'Pixel Graphics', 'City Builder', 'Indie']","Factorio is a game about building and creating automated factories to produce items of increasing complexity, within an infinite 2D world. Use your imagination to design your factory, combine simple elements into ingenious structures, and finally protect it from the creatures who don't really like you.","- 97% of the 1,921 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/427520/Factorio/?snr=1_7_7_7000_150_3
Lies of P,Free,"18 Sep, 2023","['Souls-like', 'Action', 'Dark Fantasy', 'Action RPG', 'Exploration', 'Singleplayer', 'Third Person', 'Story Rich', 'Dark', 'Adventure', 'Steampunk', 'Atmospheric', '3D', 'RPG', 'Choices Matter', 'Multiple Endings', 'Gothic', 'Violent', 'Difficult', 'Replay Value']","Lies of P is a thrilling soulslike that takes the story of Pinocchio, turns it on its head, and sets it against the darkly elegant backdrop of the Belle Epoque era.",- 91% of the 993 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1627720/Lies_of_P/?snr=1_7_7_7000_150_3
ARK: Survival Ascended,Free,"25 Oct, 2023","['Early Access', 'Survival', 'Open World', 'Multiplayer', 'Dinosaurs', 'Adventure', 'Building', 'Crafting', 'Base Building', 'Action', 'Sandbox', 'Character Customization', 'PvP', 'PvE', 'Singleplayer', 'Massively Multiplayer', 'Inventory Management', 'RPG', 'Fantasy', 'Sci-fi']","ARK is reimagined from the ground-up into the next-generation of video game technology with Unreal Engine 5! Form a tribe, tame & breed hundreds of unique dinosaurs and primeval creatures, explore, craft, build, and fight your way to the top of the food-chain. Your new world awaits!","- 64% of the 2,151 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2399830/ARK_Survival_Ascended/?snr=1_7_7_7000_150_3
Team Fortress 2,Free,"10 Oct, 2007","['Free to Play', 'Hero Shooter', 'Multiplayer', 'FPS', 'Shooter', 'Action', 'Class-Based', 'Team-Based', 'Funny', 'First-Person', 'Online Co-Op', 'Competitive', 'Cartoony', 'Trading', 'Co-op', 'Comedy', 'Robots', 'Tactical', 'Cartoon', 'Crafting']","Nine distinct classes provide a broad range of tactical abilities and personalities. Constantly updated with new game modes, maps, equipment and, most importantly, hats!","- 94% of the 7,469 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/440/Team_Fortress_2/?snr=1_7_7_7000_150_3
Age of Darkness: Final Stand,Free,"15 Jan, 2025","['Action RTS', 'Tower Defense', 'PvE', 'RTS', 'Strategy', 'Base Building', '3D', 'Stylized', 'Dark Fantasy', 'Fantasy', 'Medieval', 'Tactical', 'Atmospheric', 'Building', 'Survival', 'Dark', 'Co-op', 'Combat', 'Resource Management', 'Multiplayer']","Age of Darkness: Final Stand is a dark fantasy survival RTS where you must illuminate, build and defend humanity’s last bastion against hordes of Nightmares. Set in the remnants of a kingdom consumed by a deadly fog, you decide. Will you hide in the light? Or take back your world.",- 70% of the 995 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1426450/Age_of_Darkness_Final_Stand/?snr=1_7_7_7000_150_3
ELDEN RING Shadow of the Erdtree,Free,"20 Jun, 2024","['Action', 'RPG', 'Souls-like', 'Difficult', 'Fantasy', 'Dark', 'Exploration', 'Lore-Rich', 'Adventure', 'Singleplayer', 'Story Rich', 'Third Person', 'Action RPG', 'PvE', 'Character Customization', 'Multiplayer', 'PvP', 'Online Co-Op', '3D', 'Co-op']",N/A,- 68% of the 463 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/2778580/ELDEN_RING_Shadow_of_the_Erdtree/?snr=1_7_7_7000_150_3
Wartales,Free,"12 Apr, 2023","['RPG', 'Open World', 'Turn-Based Strategy', 'Party-Based RPG', 'Medieval', 'Co-op', 'Adventure', 'Turn-Based Combat', 'Strategy', 'Multiplayer', 'Singleplayer', 'Tactical RPG', 'Exploration', 'Sandbox', 'Survival', 'Turn-Based', 'Online Co-Op', 'Story Rich', 'Violent', 'Indie']","Wartales is an open world RPG in which you lead a group of mercenaries in their search for wealth across a massive medieval universe. Explore the world, recruit companions, collect bounties and unravel the secrets of the tombs of the ancients!",- 83% of the 481 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1527950/Wartales/?snr=1_7_7_7000_150_3
Enshrouded,Free,"24 Jan, 2024","['Open World', 'Survival', 'Base Building', 'Multiplayer', 'Online Co-Op', 'Crafting', 'RPG', 'Action RPG', 'Adventure', 'Building', 'Exploration', 'Singleplayer', 'Fantasy', 'Sandbox', 'Character Customization', 'Early Access', 'PvE', 'Action', '3D', 'Indie']","You are Flameborn, last ember of hope of a dying race. Awaken, survive the terror of a corrupting fog, and reclaim the lost beauty of your kingdom. Venture into a vast world, vanquish punishing bosses, build grand halls and forge your path in this co-op survival action RPG for up to 16 players.","- 84% of the 1,663 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/1203620/Enshrouded/?snr=1_7_7_7000_150_3
SMITE 2,Free,"27 Aug, 2024","['Early Access', 'Action', 'MOBA', 'Third Person', 'Strategy', 'Adventure', 'Casual', 'Mythology', 'Competitive', 'RPG', 'Massively Multiplayer', 'Team-Based', 'Multiplayer', 'PvP', 'God Game', 'Co-op', 'Combat', 'Online Co-Op', 'MMORPG', 'Action-Adventure']","Become a god and wage war in SMITE 2, the free-to-play Unreal Engine 5-powered sequel to the legendary third-person action MOBA. If you love challenging competition, intense action, ability-driven combat, rewarding teamwork, or godly mythology, you’ll see why 40+ million players love SMITE.","- 58% of the 3,973 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/2437170/SMITE_2/?snr=1_7_7_7000_150_3
DOOM,Free,"12 May, 2016","['FPS', 'Gore', 'Action', 'Shooter', 'Great Soundtrack', 'Demons', 'First-Person', 'Fast-Paced', 'Singleplayer', 'Multiplayer', 'Sci-fi', 'Horror', 'Atmospheric', 'Classic', 'Blood', 'Difficult', 'Remake', 'Zombies', 'Co-op', 'Violent']","Now includes all three premium DLC packs (Unto the Evil, Hell Followed, and Bloodfall), maps, modes, and weapons, as well as all feature updates including Arcade Mode, Photo Mode, and the latest Update 6.66, which brings further multiplayer improvements as well as revamps multiplayer progression.","- 96% of the 1,066 user reviews in the last 30 days are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",https://store.steampowered.com/app/379720/DOOM/?snr=1_7_7_7000_150_3
Grand Theft Auto: San Andreas – The Definitive Edition,Free,"19 Jan, 2023","['Sexual Content', 'Action', 'Open World', 'Crime', 'Third-Person Shooter', 'Adventure', 'Nudity', 'Action-Adventure', 'Violent', 'Third Person', 'Singleplayer', ""1990's"", 'Mature', 'Combat', 'Gore', 'Story Rich', 'Classic', 'Psychological Horror', 'Memes', 'Sandbox']","Grand Theft Auto: San Andreas: It’s the early ’90s. After a couple of cops frame him for homicide, Carl ‘CJ’ Johnson is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets.",- 82% of the 449 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/1547000/Grand_Theft_Auto_San_Andreas__The_Definitive_Edition/?snr=1_7_7_7000_150_3
Planet Zoo,Free,"5 Nov, 2019","['Management', 'Simulation', 'Building', 'Sandbox', 'Nature', 'City Builder', 'Economy', 'Realistic', 'Singleplayer', 'Family Friendly', 'Cute', 'Resource Management', 'Strategy', 'Great Soundtrack', 'Multiplayer', 'Relaxing', 'Open World', 'Casual', 'Funny', 'Horses']","Build a world for wildlife in Planet Zoo. From the developers of Planet Coaster and Zoo Tycoon comes the ultimate zoo sim. Construct detailed habitats, manage your zoo, and meet authentic living animals who think, feel and explore the world you create around them.",- 92% of the 767 user reviews in the last 30 days are positive.,https://store.steampowered.com/app/703080/Planet_Zoo/?snr=1_7_7_7000_150_3
Outer Wilds,Free,"18 Jun, 2020","['Exploration', 'Space', 'Mystery', 'Story Rich', 'Adventure', 'Great Soundtrack', 'Atmospheric', 'Puzzle', 'Open World', 'Singleplayer', 'Sci-fi', 'Indie', 'Horror', 'First-Person', 'Beautiful', 'Psychological Horror', 'Epic', 'Simulation', '3D', 'Action']","Named Game of the Year 2019 by Giant Bomb, Polygon, Eurogamer, and The Guardian, Outer Wilds is a critically-acclaimed and award-winning open world mystery about a solar system trapped in an endless time loop.","- 94% of the 1,760 user reviews in the last 30 days are positive.",https://store.steampowered.com/app/753640/Outer_Wilds/?snr=1_7_7_7000_150_3
